video_id,title,channel_name,tanggal,author,message,label,komentar_clean,predicted_label
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,claytonconnorbowden-r9q,epic moment 𝐒𝐆𝐈𝟖𝟖,1,epic moment 𝐒𝐆𝐈𝟖𝟖,1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,ianwinarno,"gue udah coba main jam-jam , alexis17 , emang gacor jam 1 pagi",1,"gue udah coba main jam-jam , alexis17 , emang gacor jam 1 pagi",1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,cagerhalim,"bro sibuk sih ? alexis17 , bagi-bagi bonus deposit super gede nih",1,"bro sibuk sih ? alexis17 , bagi-bagi bonus deposit super gede nih",1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,174.533.674.504.522,erwinardiansyah3035,Samaa wkwk,0,samaa wkwk,0
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,ShawMunoz-p1d,yg tunggu2 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,yg tunggu2 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.660.544.980,muhammadfirdaus958,Asli GD terbaik... Sukses Terus GD 🔥🔥🔥,0,asli gd terbaik ... sukses gd,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.680.194.120,rendyaph7863,😅 yg terpenting kaya,0,yg terpenting kaya,0
wbaneF-1auo,1M JOURNEY BORNEO 360: PANGKALAN BUN LUAR BIASA!,Ridwan Hanif,2025-05-03 03:01:07+00:00,Alicebeguh,"suka banget main 𝘋𝙀𝙒𝘈𝘿𝙊𝘙𝐀 , gak nyangka dapet jakpot langsung !",1,"suka banget main 𝘋𝙀𝙒𝘈𝘿𝙊𝘙𝐀 , gak nyangka dapet jakpot langsung !",1
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,waskitajagaraga,"gue udah ga bayangin hidup alexis17 ! , udah mata pencaharian",1,"gue udah ga bayangin hidup alexis17 ! , udah mata pencaharian",1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.167.579.850,DicleFatima,Senang banget dapat rezeki tak terduga dari MANDALIKA𝟳7!,1,senang banget rezeki terduga mandalika𝟳7 !,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.542.166.050,HAutoWorks,"bg, sesekali cobain drift 180sx gp sports",0,"bg , cobain drift 180sx gp sports",0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.045.187.450,XZCJ,cuma bisa menonton 😌,0,cuma bisa menonton,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.268.517.690,Abc123-r4q,Plango plongo doang yg ada bikin geregetan pengen sikut biji matanya😂,0,plango plongo doang yg ada bikin geregetan pengen sikut biji matanya,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.274.515.620,ibdarmayadnya274,Negara kaya harus kuat dalam membrantas korupsi,0,negara kaya harus kuat dalam membrantas korupsi,0
J2_Egvu2QII,"GAK SAMPAI 600JT, DAPET MOBIL PHEV: JAECOO J7",Ridwan Hanif,1.740.042.722.360.930,raflyfabian1667,Harga Jaecoo J7 mirip sama Zenix,0,harga jaecoo j7 zenix,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.379.803.368.340,fauziavelin9511,Ngakak gua ngab ​ @OvanFebrian-f1f ,0,ngakak gua ngab ​ -f1f,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.686.073.894.700,blunanarilla,Aduuuh perih liatnya.. mobil br jd udh ngantam tembok😢,0,aduuuh perih liatnya .. mobil br jd udh ngantam tembok,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.314.398.170,fishybrad, @maizarindra498  kata buzzer brain rot guys tepuk tangan in dulu dong 👏🏾,0,kata buzzer brain rot guys tepuk tangan in dulu dong,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.666.370.850,Planecrazyplayer,Kece banget cross track nya,0,kece banget cross track nya,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.333.330.740,TahunBaru-s1l,detailnya itu loo,0,detailnya loo,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.261.588.690,mastripiece7113,"Only one word that i wanna say : ""yakan"" 😌",0,only one word that i wan na say : `` yakan '',0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,gadingsudrajat,"alexis17 , tuh emang ngerti kebutuhan membernya , kasih surprise bonus",1,"alexis17 , tuh emang ngerti kebutuhan membernya , kasih surprise bonus",1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,173.997.513.257.452,ParodiGamers182,Kemahalan belum pernah main di piala dunia,0,kemahalan main piala dunia,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,จิตตภูมิกาฬสินธุ์,ges doain ya gw coba stop maengaruda-ho ki kecanduan bgt gacor nya gw,1,ges doain ya gw coba stop maengaruda-ho ki kecanduan bgt gacor nya gw,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.166.548.500,muhammadrades09,9.40 gasss sih bikin motor ala jejepangan wkwk,0,9.40 gasss sih bikin motor ala jejepangan wkwk,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.401.570.382.530,BagusWidyaw,kenapa dislikenya disembunyikan?😂,0,kenapa dislikenya disembunyikan ?,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.265.895.780,AriskyRiyan-i8w8g,Lah emang dari awal dia memang ga nyambung,0,lah emang dari awal dia memang ga nyambung,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.301.459.420,siXtop-n1y,kmren milih siapa?,0,kmren milih siapa ?,0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.078.379.187.600,DonDiablo1991,yang trusted 0:06 emang ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵═─,1,yang trusted 0:06 emang ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵═─,1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.331.943.180,YusupArdi-zf6dm,2:08 pasti jairo,0,2:08 jairo,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,IndahHermawan-f1x,"parah , 𝘼𝙇𝙀𝙓𝙄𝙎17 keren banget ! .",1,"parah , 𝘼𝙇𝙀𝙓𝙄𝙎17 keren banget ! .",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.415.841.696.690,audryannovalinom2428,Anjir menit 18 harus udah selesai tuh,0,anjir menit 18 harus udah selesai tuh,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.556.089.640,Rsabadoondi-w5c,𝘋𝐄𝘞𝐀𝐃O𝐑𝘈 emang beneran gachor,1,𝘋𝐄𝘞𝐀𝐃o𝐑𝘈 emang beneran gachor,1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,MakbuleEfruz,"gak nyangka iseng doang , eh ketagihan ｐｕｌａｕｗｉｎ .",1,"gak nyangka iseng doang , eh ketagihan ｐｕｌａｕｗｉｎ .",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.277.678.270,ehehxd,@HendraYadi-v5h semua partai sama aja . semua diisi kepentingan pribadi,0,-v5h semua partai sama aja . semua diisi kepentingan pribadi,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,174.538.744.354.728,DartPreset,Nooo kapal api nya mana 😢,0,nooo kapal api nya mana,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.740.030.932.591.770,dewabatukite,"Rezeki melimpah datang dari 𝐀G𝘜𝘚TO𝘛𝘖, makasih banyak!",1,"rezeki melimpah 𝐀g𝘜𝘚to𝘛𝘖 , makasih !",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.365.845.838.630,Sleepy_eyes212,50 juta doang bang... Pesan 10 unit ya 😂,0,50 juta doang bang ... pesan 10 unit ya,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.751.142.780,xco-oz3305,"Dari dulu ni orang ngomong mana ada point, 11 12 sama bapak e",0,"dari dulu ni orang ngomong mana ada point , 11 12 sama bapak e",0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.892.653.140,Elaranguyen-v5o,"Wede 2 kali hari ini, sketer terus",1,"wede 2 kali , sketer",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.419.439.284.200,nickcoolace,Abis ini diamukin Irene lo bang 🤣,0,abis ini diamukin irene lo bang,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,jinawiprasetya,emang gak se-terpercaya alexis17 sih .,1,emang gak se-terpercaya alexis17 sih .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.353.997.980,ttvideo8992,Uang rakyat gk nih? 😂,0,uang rakyat gk nih ?,0
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,VaughnJohns-c5y,"cakep kali 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , bravo ..",1,"cakep kali 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , bravo ..",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.298.037.410,BagasPamungkas-lk2bp,MBG kak bukan MGB,0,mbg kak bukan mgb,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,174.533.701.594.708,caticature007,​ @AhmadLuthfiProfile pake iphone pasti LGBT,0,​ pake iphone pasti lgbt,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.275.760.340,MrSomyaputra,Tempo???? Wkwkwkwkkwkw,0,tempo ? ? ? ? wkwkwkwkkwkw,0
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,EliasKey-f6t,konten ! keren banget menjelaskannya ! main bagus bang 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,konten ! keren banget menjelaskannya ! main bagus bang 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.166.553.750,ReyhanOktay-m2u,Saya yakin ᗩᗷGᗯIᑎ gak akan mengecewakan,1,ᗩᗷgᗯiᑎ gak mengecewakan,1
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,SavageBills-s6z,"coba 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , gak ribet ! salam petir x 500",1,"coba 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , gak ribet ! salam petir x 500",1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.616.700.374,luizChangyivander,Ada mobil akang mv gt86,0,mobil akang mv gt86,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.324.496.310,asepudin7156,❤❤❤ prabowo gibran no,0,prabowo gibran no,0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.022.358.880,Benitezpupkin-m4y,"Rezeki nomplok hari ini berkat D𝑂𝑅𝐴𝟩𝟽, alhamdulillah!",1,"rezeki nomplok berkat d𝑂𝑅𝐴𝟩𝟽 , alhamdulillah !",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,MegaHartono-i2u,gak gelar sarjana menang alexis17 .,1,gak gelar sarjana menang alexis17 .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.540.580.980,farisendramaulana,Asc monster juga ada tim roadbike nya 👍,0,asc monster tim roadbike nya,0
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,YustinaSahara,"nggak diragukan , slot gacor . 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴",1,"nggak diragukan , slot gacor . 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴",1
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,parmansyahreza,"gue sih udah ga heran kalo alexis17 , trending tiktok",1,"gue sih udah ga heran kalo alexis17 , trending tiktok",1
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,budimancawuk,"pagi-pagi udah dapet notif wd alexis17 , , mood langsung sebulan",1,"pagi-pagi udah dapet notif wd alexis17 , , mood langsung sebulan",1
VAEyOCCBlx4,KING OF AEROX !! Modifikasi Yamaha Aerox Alpha Turbo by Nakano Garage #AtenxKatros,Atenx Katros,1.739.983.186.498.210,ardiypra3600,Bagi link spion nya bng,0,link spion nya bng,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.398.246.912.040,KhoirulFuad-r4q,Kamu pinjam ya bang,0,kamu pinjam ya bang,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.387.121.317.140,thistora929,menghindar pertanyaannya kyk ngehindar debt collector aja 😂,0,menghindar pertanyaannya kyk ngehindar debt collector aja,0
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,darmanaairlangga,gue sih udah buktiin kalo alexis17 tuh scam .,1,gue sih udah buktiin kalo alexis17 tuh scam .,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.155.593.380,MiftakhulHudaXYZ,Agak kaget,0,kaget,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,IntanSanjaya-d3e,"eh bro , 𝘼𝙇𝙀𝙓𝙄𝙎17 event spesial nih , hadiahnya rumah mewah",1,"eh bro , 𝘼𝙇𝙀𝙓𝙄𝙎17 event spesial nih , hadiahnya rumah mewah",1
n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.951.455.216.330,aszlanslatan27,Belj miniatur spek bongkar pasang acc aje bre ngak ngaruh.😁,0,belj miniatur spek bongkar pasang acc aje bre ngak ngaruh .,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.408.645.544.600,Edotriono-l7x,Kalian sadar gak sih kalo Jokowi gak pernah di podcast manapun,0,kalian sadar gak sih kalo jokowi gak pernah di podcast manapun,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,RatnaHasibuan-z9s,modal alexis17 bermanfaat .,1,modal alexis17 bermanfaat .,1
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,173.994.701.073.922,amalfaruqi4197, @mhhaekal  dia mah emang caper aja itu akun punya dia sendiri coy,0,mah emang caper aja akun coy,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,174.538.384.871.261,cookyhere266,Ini Exclusive ny jauh berkelas di banding Iphong gitu2 aja 😂,0,ini exclusive ny jauh berkelas di banding iphong gitu2 aja,0
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,Alicei48eD,"bermain 𝐷𝘖𝘙𝘼 7𝟽 membuka jalan , penjual bakso bos restoran .",1,"bermain 𝐷𝘖𝘙𝘼 7𝟽 membuka jalan , penjual bakso bos restoran .",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.746.932.810,LoSiento-tw1zp,NGARANG KAMU😡,0,ngarang kamu,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.302.179.470,sitisarah9526,"Itu udah dijawab bos, coba liat dgn serius",0,"itu udah dijawab bos , coba liat dgn serius",0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.358.871.220,awokawok8453,"1:00:15 heh yg ditanyain itu ttg transparansinya, bukan kontennya",0,"1:00:15 heh yg ditanyain itu ttg transparansinya , bukan kontennya",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.703.350,LaviniaMcdermott,Pengalaman saya di p͟͟u͟͟l͟͟a͟͟u͟͟777 selalu menyenangkan.,1,pengalaman p͟͟u͟͟l͟͟a͟͟u͟͟777 menyenangkan .,1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.978.727.372.450,BurcuEnder,Makasih mandalika77 withdraw dah landing secepat kilat gacirnya bukan kaleng kaleng,1,makasih mandalika77 withdraw dah landing secepat kilat gacirnya kaleng kaleng,1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.895.919.500,wirausahawan9337,Smoga bs punya,0,smoga bs,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.964.320.865.350,CansuGulsah,Terinspirasi setiap hari di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳,1,terinspirasi m𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳,1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.320.870.650,varunmishra1994,"Kemenangan 𝘐𝙎𝐎𝘛𝑂𝘛𝙊pasti dibayar lunas, gak pake drama!",1,"kemenangan 𝘐𝙎𝐎𝘛𝑂𝘛𝙊pasti dibayar lunas , gak pake drama !",1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.401.569.015.570,MrParlindezink,Kosong mass😅..ngga ada bobot,0,kosong mass .. ngga ada bobot,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,FajarSunarto-x1t,sih 𝘼𝙇𝙀𝙓𝙄𝙎17 trending gitu ? asli ?,1,sih 𝘼𝙇𝙀𝙓𝙄𝙎17 trending gitu ? asli ?,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.409.038.966.740,faridhidayatullah_,Nyobain barang aneh eps 34 kapan dih bang?,0,nyobain barang aneh eps 34 kapan dih bang ?,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.536.378.500,Riko_Syahputra96,Emng knpa y ? Tpi skil obel juga bagus si,0,emng knpa y ? tpi skil obel bagus si,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.740.031.057.351.510,dewaaverrable,"𝐀G𝘜𝘚TO𝘛𝘖 aku gak boong, dsini hoki mulu",1,"𝐀g𝘜𝘚to𝘛𝘖 gak boong , dsini hoki mulu",1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.671.289.940,MAS_BRO18,"terserah gw lah , mnurut gw aneh ? dsar manusia manusia bg",0,"terserah gw , mnurut gw aneh ? dsar manusia manusia bg",0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.541.223.834.405,AnisaGough-n1w,"Salut bang keren kontennya , salam Jepe DI ⭐𝐒𝐆𝐈𝟖𝟖",1,"salut bang keren kontennya , salam jepe di 𝐒𝐆𝐈𝟖𝟖",1
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,ChapmanAnaya-r6n,9:11 bang jam segitu menang w 𝐒𝐆𝐈𝟖𝟖,1,9:11 bang jam segitu menang w 𝐒𝐆𝐈𝟖𝟖,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.028.545.940,denychandra8287,stop judi bang,0,stop judi bang,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.668.204.800,MyrtlePithie-k7j,Terus berkembang arhan semangattt!!!!! Salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴! gampang Jepe,1,berkembang arhan semangattt ! ! ! ! ! salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ! gampang jepe,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,VickyHartono-f4s,ngeh kalo 𝘼𝙇𝙀𝙓𝙄𝙎17 sekeren .,1,ngeh kalo 𝘼𝙇𝙀𝙓𝙄𝙎17 sekeren .,1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.601.494.193.400,mimikreeimut,Wakkaka si perusak mobil kan?😂,0,wakkaka si perusak mobil ?,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.540.863.370.527,RinaKhairunnisa-f7w,Emang gak ada duanya sih sensasi main di ALEXIS⭐17⭐.,1,emang gak ada duanya sih sensasi main di alexis17 .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.911.954.015.890,Varocks2909,Di jual nga,0,jual nga,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,ZulEsqyK,𝐷 𝐎 𝑅 а 𝟽 𝟩menawarkan pendekatan berbeda keterlibatan daring .,1,𝐷 𝐎 𝑅 а 𝟽 𝟩menawarkan pendekatan berbeda keterlibatan daring .,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.340.616.383.380,TaufikRamadhan-ue4lh,like dulu aja. mudah2an bisa beli Iphone 16 promax,0,like dulu aja . mudah2an bisa beli iphone 16 promax,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,AndiAndriyani-q4d,"gue sih percaya aja alexis17 , gak ngecewain .",1,"gue sih percaya aja alexis17 , gak ngecewain .",1
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,KaryEbonee,gini nyantai main 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 dikasih maxwin,1,gini nyantai main 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 dikasih maxwin,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.409.047.382.540,RizkyF-cl,LCD nya semahal apa coba 😅,0,lcd nya semahal apa coba,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.397.981.646.350,abahnyaharun6378,Kasian rakyat Indonesia punya wapres kyk gini 😅,0,kasian rakyat indonesia punya wapres kyk gini,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,budimantirtayasa,gue rela ninggalin nonton drakor fokus alexis17 .,1,gue rela ninggalin nonton drakor fokus alexis17 .,1
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,YamileRylan-x1k,"bermain teman-teman 𝗦𝗚𝗜𝟴𝟴 seru asyik , rezekinya !",1,"bermain teman-teman 𝗦𝗚𝗜𝟴𝟴 seru asyik , rezekinya !",1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.322.805.290,kenzoirawan,Ngeri bang GK bisa lepas😂😂,0,ngeri bang gk lepas,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.667.447.950,nottlunn2,Pengen tertawa tp tak tahan. Takut,0,pengen tertawa tp tak tahan . takut,0
